SYMBOL	TRANSCRIPT	COHORT	CANCER_TYPE	METHODS	MUTATIONS	SAMPLES	%_SAMPLES_COHORT	QVALUE_COMBINATION	ROLE	CGC_GENE	CGC_CANCER_GENE	DOMAIN	2D_CLUSTERS	3D_CLUSTERS	EXCESS_MIS	EXCESS_NON	EXCESS_SPL
ACVR1	ENST00000263640	PEDCBIOP_WXS_HGG-PRY	HGG	oncodriveclustl,dndscv,hotmaps,cbase,mutpanning	12.0	12	0.11320754716981132	1.2896043570150757e-23	ambiguous	True	True		328:328	258,328	0.9982746005270711	0.0	0.0
ACVR1	ENST00000263640	TCGA_WXS_UCEC	UCEC	dndscv,cbase	22.0	21	0.041749502982107355	2.807493614587773e-13	ambiguous	True	False		206:206		0.892897638087211	0.8025779470676129	0.0
ACVR2A	ENST00000241416	ICGC_WXS_COCA_CN_WXS_VARSCAN	COREAD	cbase	4.0	4	0.04040404040404041	0.00019383475788049704	LoF	True	True				0.7160086043729701	0.967449437921567	0.0
ACVR2A	ENST00000241416	TCGA_WXS_COADREAD	COREAD	dndscv,mutpanning	13.0	6	0.012096774193548387	1.2071343069613085e-10	LoF	True	True				0.8443878341741519	0.9848265290559893	0.9848265290559893
ACVR2A	ENST00000241416	ICGC_WXS_LICA_FR_WXS	HC	combination	6.0	7	0.030973451327433628	0.009177282370456816	LoF	True	False				0.9020154171079724	0.9766269175798361	0.9766269175798361
ACVR2A	ENST00000241416	ICGC_WXS_LINC_JP_WXS	HC	combination	10.0	9	0.04225352112676056	2.5143076746364285e-05	LoF	True	False				0.9297108332014314	0.9453499881303788	0.0
ACVR2A	ENST00000241416	TCGA_WXS_LIHC	HC	combination	6.0	11	0.030555555555555555	0.0007808349047132874	LoF	True	False				0.4028932916526684	0.9511966128821413	0.9511966128821413
ACVR2A	ENST00000241416	ICGC_WXS_PACA_AU_WXS	PAAD	dndscv,cbase	5.0	4	0.017241379310344827	2.0341467349217587e-09	LoF	True	True				0.9902324017822574	0.997886168675272	0.0
ACVR2A	ENST00000241416	ICGC_WGS_PACA_CA_WGS	PAAD	combination	1.0	2	0.03076923076923077	0.0016017674237547054	LoF	True	True				0.0	0.9936444669408678	0.0
ACVR2A	ENST00000241416	PCAWG_WGS_PANC_ADENOCA	PAAD	combination	3.0	3	0.01293103448275862	0.008838978719329307	LoF	True	True				0.9148870404754885	0.9887392272259873	0.0
ACVR2A	ENST00000241416	OTHER_WXS_SCC_NATCOM2018	SSCC	combination	5.0	6	0.15789473684210525	0.0020368601684645454	LoF	True	False		179:179		0.0	0.9408055431582719	0.0
ACVR2A	ENST00000241416	TCGA_WXS_STAD	ST	mutpanning	20.0	8	0.01834862385321101	2.89550255671718e-06	LoF	True	True				0.8859586977309428	0.9373323312293735	0.0
ACVR2A	ENST00000241416	TCGA_WXS_UCEC	UCEC	mutpanning	30.0	10	0.019880715705765408	0.28479301687524244	LoF	True	False				0.6690256350482059	0.0	0.0
ADGRB1	ENST00000517894	HARTWIG_ANUS	AN	oncodriveclustl,smregions	3.0	3	0.17647058823529413	0.0011580522724372985		False	False	PF00002:947:1180	1161:1161		0.9530995259957071	0.0	0.0
AFF1	ENST00000395146	ICGC_WGS_MELA_AU	CM	combination	2.0	2	0.02666666666666667	0.0074962473951909765	Act	True	False				0.561644406825847	0.9668491546054052	0.0
AFF3	ENST00000409579	HARTWIG_BREAST	BRCA	cbase	11.0	10	0.014124293785310734	0.0026610591547264807	ambiguous	True	False		1209:1209		0.6945283926259828	0.8769164605858278	0.0
AJUBA	ENST00000262713	TCGA_WXS_HNSC	HNSC	dndscv,oncodrivefml,cbase,mutpanning	21.0	25	0.049800796812749	2.2065683275575447e-18	LoF	False	False				0.6783806073685977	0.9840557674743554	0.9840557674743554
AKT1	ENST00000554581	CBIOP_WXS_ACY_2019	ACY	combination	2.0	2	0.05714285714285714	0.0018959141966598074	Act	True	False				0.9701727115473964	0.0	0.0
AKT1	ENST00000554581	PEDCBIOP_WXS_BALL-REL	ALL	combination	2.0	2	0.09523809523809523	7.557176792924955e-05	Act	True	False				0.9923202211814384	0.0	0.0
AKT1	ENST00000554581	ICGC_WXS_BRCA_KR	BRCA	oncodriveclustl,hotmaps,smregions,mutpanning	4.0	4	0.08	3.611837407799414e-13	Act	True	True	PF00169:7:106	17:17	17	0.9761922201822645	0.0	0.0
AKT1	ENST00000554581	ICGC_WXS_BRCA_UK	BRCA	dndscv,smregions	5.0	5	0.05263157894736842	1.3911187856754093e-10	Act	True	True	PF00169:7:106	17:17		0.9779160355032283	0.0	0.0
AKT1	ENST00000554581	ICGC_WGS_BRCA_EU	BRCA	oncodriveclustl,dndscv,hotmaps,smregions,cbase,mutpanning	14.0	14	0.028925619834710745	9.121083224858986e-22	Act	True	True	PF00169:7:106	17:17	17	0.95767743629864	0.0	0.0
AKT1	ENST00000554581	PCAWG_WGS_BREAST_ADENOCA	BRCA	oncodriveclustl,hotmaps,smregions,mutpanning	5.0	5	0.02564102564102564	4.164175440783869e-14	Act	True	True	PF00169:7:106	17:17	17	0.9515769144969399	0.0	0.0
AKT1	ENST00000554581	TCGA_WXS_BRCA	BRCA	oncodriveclustl,dndscv,hotmaps,smregions,cbase,mutpanning	26.0	26	0.02672147995889003	2.780658116038937e-43	Act	True	True	PF00169:7:106	17:17	52,17	0.9354744066162003	0.0	0.0
AKT1	ENST00000554581	HARTWIG_BREAST	BRCA	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	32.0	32	0.04519774011299435	7.122220351746102e-44	Act	True	True	PF00169:7:106	17:17	17	0.9653085301052786	0.0	0.0
AKT1	ENST00000554581	TCGA_WXS_CESC	CESC	hotmaps	5.0	5	0.017361111111111112	0.00010192119922594564	Act	True	False		15:17		0.8335982797151905	0.0	0.0
AKT1	ENST00000554581	HARTWIG_BONESOFT_TISSUE	OS	smregions	3.0	2	0.01098901098901099	9.042821052824517e-05	Act	True	False	PF00169:7:106	17:17		0.987297046836669	0.0	0.0
AKT1	ENST00000554581	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD	combination	3.0	3	0.009009009009009009	4.201389327734782e-05	Act	True	False		17:17		0.8955632293956177	0.0	0.0
AKT1	ENST00000554581	CBIOP_WXS_PRAD_SU2C_2019	PRAD	combination	5.0	5	0.01126126126126126	0.0026620785036755145	Act	True	False		17:17		0.7671925954162947	0.0	0.0
AKT1	ENST00000554581	TCGA_WXS_PRAD	PRAD	combination	3.0	3	0.006097560975609756	7.891223013875993e-05	Act	True	False		17:17		0.8917177625955683	0.0	0.0
AKT1	ENST00000554581	HARTWIG_PROSTATE	PRAD	oncodriveclustl,hotmaps,smregions,mutpanning	6.0	6	0.015706806282722512	1.9478254192882555e-16	Act	True	False	PF00169:7:106	17:17	52,17	0.9503984229875404	0.0	0.0
AKT1	ENST00000554581	TCGA_WXS_THCA	THCA	oncodriveclustl	5.0	5	0.010245901639344262	3.600465944676449e-07	Act	True	False		17:17		0.9661823289290697	0.0	0.0
AKT1	ENST00000554581	PCAWG_WGS_UTERUS_ADENOCA	UCEC	combination	2.0	2	0.045454545454545456	0.001083141992264002	Act	True	False		17:17		0.9567354662001816	0.0	0.0
AKT1	ENST00000554581	TCGA_WXS_UCEC	UCEC	oncodriveclustl,hotmaps,smregions,mutpanning	14.0	13	0.02584493041749503	5.004355390009296e-13	Act	True	False	PF00169:7:106	17:17	17,80	0.755159675544197	0.0	0.0
AKT3	ENST00000263826	HARTWIG_PROSTATE	PRAD	oncodriveclustl	5.0	5	0.013089005235602094	0.0003085549739589543	ambiguous	True	False		17:17		0.9551449910765629	0.0	0.0
AKT3	ENST00000263826	HARTWIG_SKIN_SKIN_SQUAMOUS_CELL_CARCINOMA	SSCC	combination	3.0	3	0.2727272727272727	0.05262081727213702	ambiguous	True	False				0.8908761084598468	0.0	0.0
ALB	ENST00000295897	ICGC_WXS_LICA_FR_WXS	HC	dndscv,cbase	20.0	24	0.10619469026548672	2.8239571810125957e-09	Act	False	False				0.9478224296417348	0.9715798766610495	0.9715798766610495
ALB	ENST00000295897	PCAWG_WGS_LIVER_HCC	HC	dndscv,mutpanning	18.0	28	0.08917197452229299	1.579912338948656e-05	Act	False	False				0.8920841191638401	0.9736535727303802	0.9736535727303802
ALK	ENST00000389048	PCAWG_WGS_BREAST_ADENOCA	BRCA	combination	2.0	2	0.010256410256410256	0.0008048024413851193	Act	True	False				0.25431565651448923	0.9314581416777512	0.0
ALK	ENST00000389048	HARTWIG_LIVER	HC	combination	2.0	2	0.0392156862745098	0.0006611494447486336	Act	True	False				0.6223399391111922	0.9616299304335152	0.0
ALK	ENST00000389048	OTHER_WXS_NBL_SCIENCE_COLOGNE_2018	NB	oncodriveclustl,hotmaps,smregions,mutpanning	7.0	6	0.03225806451612903	1.3989763924916942e-18	Act	True	True	PF07714:1117:1382		1170	0.9714818539924265	0.0	0.0
ALK	ENST00000389048	PEDCBIOP_WXS_NBL_UCOLOGNE_2015	NB	oncodriveclustl,dndscv,smregions,cbase	5.0	5	0.08928571428571429	1.383206525069747e-05	Act	True	True	PF07714:1117:1382			0.9849974964080145	0.0	0.0
ALK	ENST00000389048	TARGET_WGS_NBL_US	NB	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	17.0	17	0.08018867924528301	5.328756494951798e-34	Act	True	True	PF07714:1117:1382	1275:1275,1174:1174	1240,1275,1245,1174	0.9725151361737273	0.0	0.0
ALK	ENST00000389048	R_NB	NB	oncodriveclustl	2.0	2	0.15384615384615385	4.313694796601016e-05	Act	True	True		1174:1174		0.9850286738486267	0.0	0.0
ALK	ENST00000389048	D_NB	NB	oncodriveclustl,dndscv,smregions,cbase	6.0	6	0.125	2.161110692091351e-11	Act	True	True	PF07714:1117:1382	1174:1174		0.9944455142889196	0.0	0.0
ALK	ENST00000389048	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	hotmaps,mutpanning	29.0	26	0.06770833333333333	7.269934040934353e-12	Act	True	False		1202:1202,1171:1174	1196,1202,1171	0.5779787623666816	0.0753474956215654	0.0
ALK	ENST00000389048	HARTWIG_PROSTATE	PRAD	cbase	8.0	8	0.020942408376963352	7.58056419501343e-05	Act	True	False				0.8846900249744905	0.9375328323446339	0.0
ALK	ENST00000389048	CBIOP_WXS_SCLC_UCOLOGNE_2015	SCLC	combination	8.0	5	0.04672897196261682	0.020053903548474868	Act	True	False				0.8777017311515869	0.0	0.927134819583986
AMER1	ENST00000330258	ICGC_WXS_COCA_CN_WXS_CASPOINT	COREAD	combination	3.0	3	0.06	0.02241943191857972	LoF	True	False				0.0	0.9895849120286676	0.0
AMER1	ENST00000330258	ICGC_WXS_COCA_CN_WXS_TORRENT	COREAD	combination	2.0	2	0.06896551724137931	0.00024986111337773064	LoF	True	False				0.0	0.9961504137792141	0.0
AMER1	ENST00000330258	PCAWG_WGS_COLORECT_ADENOCA	COREAD	dndscv,cbase,mutpanning	4.0	4	0.07692307692307693	1.9513869055646318e-10	LoF	True	False				0.0	0.9962576065056276	0.0
AMER1	ENST00000330258	TCGA_WXS_COADREAD	COREAD	dndscv,oncodrivefml,cbase,mutpanning	39.0	40	0.08064516129032258	0.013699876627125287	LoF	True	False				0.0	0.9906571716180763	0.0
AMER1	ENST00000330258	HARTWIG_COLONRECTUM	COREAD	oncodriveclustl,dndscv,oncodrivefml,cbase,mutpanning	33.0	33	0.062381852551984876	6.718303352107529e-05	LoF	True	False		586:586		0.619534842165979	0.9905592071407261	0.0
AMER1	ENST00000330258	TARGET_WGS_WT_US	WT	oncodrivefml	1.0	2	0.058823529411764705	1.2705124879438365e-05	LoF	True	True				0.0	0.9977902217862064	0.0
APC	ENST00000257430	HARTWIG_ANUS	AN	dndscv,oncodrivefml,smregions,cbase,mutpanning	5.0	5	0.29411764705882354	7.427925759665896e-14	LoF	True	False	PF16633:1282:1368			0.0	0.9939001610978285	0.0
APC	ENST00000257430	HARTWIG_SMALL_INTESTINE	BC	combination	3.0	4	0.26666666666666666	4.695026952301676e-06	LoF	True	False				0.0	0.9921559891726195	0.0
APC	ENST00000257430	ICGC_WXS_BTCA_JP	CH	cbase	9.0	7	0.029288702928870293	9.181718416256274e-06	LoF	True	False				0.798703848799893	0.9779315422770701	0.9779315422770701
APC	ENST00000257430	CBIOP_WXS_SKCM_BROAD	CM	combination	16.0	7	0.07954545454545454	0.0012431174145480215	LoF	True	False				0.8907884619439105	0.9653303028586376	0.0
APC	ENST00000257430	ICGC_WGS_COCA_CN_WGS	COREAD	dndscv,oncodrivefml,smregions,cbase,mutpanning	11.0	9	0.34615384615384615	6.087231012417011e-19	LoF	True	True	PF16633:1282:1368,PF00514:518:552			0.0	0.9986319677792423	0.9986319677792423
APC	ENST00000257430	ICGC_WXS_COCA_CN_WXS_VARSCAN	COREAD	oncodriveclustl,dndscv,oncodrivefml,smregions,cbase,mutpanning	47.0	35	0.35353535353535354	3.425722857313144e-09	LoF	True	True	PF16633:1282:1368	1114:1114,283:283		0.0	0.9890846187818053	0.9890846187818053
APC	ENST00000257430	ICGC_WXS_COCA_CN_WXS_CASPOINT	COREAD	dndscv,oncodrivefml,smregions,cbase,mutpanning	27.0	18	0.36	0.011307834939726714	LoF	True	True	PF16633:1282:1368,PF05923:1372:1393			0.2590264180006739	0.9963332305102796	0.9963332305102796
APC	ENST00000257430	ICGC_WXS_COCA_CN_WXS_TORRENT	COREAD	dndscv,oncodrivefml,cbase,mutpanning	17.0	15	0.5172413793103449	0.012076757987748342	LoF	True	True		1450:1450		0.0	0.9973038598878912	0.0
APC	ENST00000257430	PCAWG_WGS_COLORECT_ADENOCA	COREAD	dndscv,oncodrivefml,smregions,cbase,mutpanning	43.0	28	0.5384615384615384	0.02448842794581629	LoF	True	True	PF16633:1282:1368,PF05923:1372:1393			0.6878696714540264	0.9985665348419172	0.9985665348419172
APC	ENST00000257430	TCGA_WXS_COADREAD	COREAD	oncodriveclustl,dndscv,oncodrivefml,smregions,cbase,mutpanning	447.0	326	0.657258064516129	1.0394830916678125e-13	LoF	True	True	PF16633:1282:1368,PF05923:1372:1393	211:216,874:876,1444:1451		0.7680994332977437	0.9982916800672178	0.9982916800672178
APC	ENST00000257430	HARTWIG_COLONRECTUM	COREAD	oncodriveclustl,dndscv,oncodrivefml,smregions,cbase,mutpanning	463.0	354	0.6691871455576559	2.384138868376011e-21	LoF	True	True	PF16633:1282:1368,PF05923:1372:1393	876:879,1447:1450,213:216		0.5572938230656361	0.9975583086976023	0.9975583086976023
APC	ENST00000257430	ICGC_WGS_ESAD_UK	ESCA	cbase	7.0	6	0.04	2.260653356703778e-06	LoF	True	False				0.7215754278170204	0.9732121252336927	0.0
APC	ENST00000257430	HARTWIG_ESOPHAGUS	ESCA	dndscv,oncodrivefml,cbase,mutpanning	14.0	18	0.1267605633802817	1.0939376015473992e-14	LoF	True	False		1450:1450		0.5327137362436682	0.9746871364900718	0.0
APC	ENST00000257430	PCAWG_WGS_LIVER_HCC	HC	combination	14.0	15	0.04777070063694268	1.3395910159098618e-05	LoF	True	True				0.2972603401156189	0.9021653721240641	0.0
APC	ENST00000257430	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	cbase	27.0	22	0.057291666666666664	0.01552339163843481	LoF	True	False				0.8248049119531347	0.9219082730248954	0.0
APC	ENST00000257430	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_PRY	PRAD	combination	9.0	12	0.053811659192825115	6.451324052225534e-05	LoF	True	False				0.6988864118437533	0.9574500503426352	0.0
APC	ENST00000257430	CBIOP_WXS_PRAD_BROAD	PRAD	combination	3.0	4	0.03571428571428571	0.020649182266687213	LoF	True	False				0.0	0.9362845382382545	0.0
APC	ENST00000257430	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD	mutpanning	11.0	9	0.02702702702702703	7.986315126570982e-06	LoF	True	False				0.0	0.9446702433192673	0.9446702433192673
APC	ENST00000257430	ICGC_WGS_PRAD_UK	PRAD	oncodrivefml,cbase,mutpanning	5.0	2	0.01098901098901099	2.466682101934333e-11	LoF	True	False				0.0	0.9912615410851615	0.0
APC	ENST00000257430	CBIOP_WXS_PRAD_SU2C_2019	PRAD	cbase,mutpanning	21.0	24	0.05405405405405406	2.877945089705565e-10	LoF	True	False				0.5975794318412483	0.9500507275515978	0.9500507275515978
APC	ENST00000257430	TCGA_WXS_PRAD	PRAD	dndscv,cbase,mutpanning	7.0	9	0.018292682926829267	2.125322767615932e-09	LoF	True	False				0.5182994102429453	0.9800305963059572	0.0
APC	ENST00000257430	HARTWIG_PROSTATE	PRAD	dndscv,cbase,mutpanning	17.0	20	0.05235602094240838	5.555080305805808e-10	LoF	True	False				0.8013284062329481	0.9822025354378404	0.0
APC	ENST00000257430	HARTWIG_SKIN_BASAL_CELL_CARCINOMA	SBCC	oncodriveclustl,smregions	6.0	4	0.4444444444444444	0.0013954205971009473	LoF	True	False	PF05923:1372:1393			0.498081641390509	0.0	0.0
APC	ENST00000257430	HARTWIG_SKIN_SKIN_SQUAMOUS_CELL_CARCINOMA	SSCC	smregions	3.0	3	0.2727272727272727	7.10267670622307e-05	LoF	True	False	PF16630:1036:1135	1114:1114		0.0	0.9329024328173624	0.0
APC	ENST00000257430	PCAWG_WGS_STOMACH_ADENOCA	ST	combination	3.0	2	0.029411764705882353	6.35238318439244e-05	LoF	True	True				0.0	0.9711946572830016	0.0
APC	ENST00000257430	TCGA_WXS_STAD	ST	dndscv,oncodrivefml,cbase,mutpanning	32.0	31	0.07110091743119266	4.007037381662121e-19	LoF	True	True				0.22510785208291817	0.9347530578029328	0.9347530578029328
APC	ENST00000257430	TCGA_WXS_UVM	UVM	combination	2.0	2	0.025	0.003399328450362773	LoF	True	False				0.9850862574044719	0.0	0.0
APC	ENST00000257430	CBIOP_WXS_VSC_CUK_2018	VV	smregions	3.0	3	0.2	0.0004476206269676637	LoF	True	False	PF05937:2670:2843			0.9650379280356328	0.0	0.0
AR	ENST00000374690	ICGC_WXS_BTCA_JP	CH	combination	6.0	5	0.02092050209205021	0.04673234582539868	Act	True	False				0.7698742576371839	0.0	0.0
AR	ENST00000374690	CBIOP_WXS_DLBCL_DFCI_2018	DLBCL	combination	6.0	5	0.04132231404958678	0.03242929364505026	Act	True	False				0.7360117558465838	0.0	0.0
AR	ENST00000374690	OTHER_WGS_MM_NATLEUK2018	MM	cbase	16.0	16	0.01714898177920686	0.028325425937771244	Act	True	False		57:62		0.8470566986700058	0.9209345960620637	0.0
AR	ENST00000374690	OTHER_WXS_NPC_NATCOM2017	NSPH	oncodriveclustl	2.0	2	0.019417475728155338	0.033478415412426195	Act	True	False		58:58		0.7295311147617932	0.0	0.0
AR	ENST00000374690	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_PRY	PRAD	oncodriveclustl,dndscv,hotmaps,smregions,mutpanning	17.0	18	0.08071748878923767	1.2419093734263384e-25	Act	True	True	PF00104:696:879	878:878,702:702	742,878,702	0.9034741087505938	0.0	0.0
AR	ENST00000374690	CBIOP_WXS_PRAD_MSKCC_DCFI_2018_MET	PRAD	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,mutpanning	36.0	35	0.10510510510510511	8.127169387055629e-28	Act	True	True	PF00104:696:879	875:878	903,878,742,875,702	0.8642668050500842	0.0	0.0
AR	ENST00000374690	CBIOP_WXS_PRAD_SU2C_2019	PRAD	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,mutpanning	83.0	69	0.1554054054054054	3.126262857015013e-26	Act	True	True	PF00104:696:879	702:702,875:878	877,889,716,903,878,893,742,875,702	0.8504194991125936	0.0	0.0
AR	ENST00000374690	HARTWIG_PROSTATE	PRAD	oncodriveclustl,dndscv,oncodrivefml,hotmaps,smregions,cbase,mutpanning	55.0	54	0.14136125654450263	6.007771390451452e-32	Act	True	True	PF00104:696:879	702:702,875:878	877,891,878,742,875,702	0.9920708731279385	0.9676831923241548	0.0
ARAF	ENST00000290277	TCGA_WXS_CHOL	CH	combination	2.0	2	0.05555555555555555	0.00020917117758018246	Act	True	True		219:219		0.9942635058766479	0.0	0.0
ARAF	ENST00000290277	CBIOP_WXS_CLL_IUOPA_2015	CLL	combination	4.0	4	0.008849557522123894	0.04513868824182896	Act	True	False				0.8951861285130701	0.0	0.0
ARHGAP35	ENST00000404338	TCGA_WXS_LUSC	LUSC	dndscv,oncodrivefml,cbase,mutpanning	28.0	24	0.050955414012738856	3.9767042567925266e-05	LoF	False	False				0.8171507146994288	0.9597837249573303	0.0
ARHGAP35	ENST00000404338	PCAWG_WGS_UTERUS_ADENOCA	UCEC	dndscv,oncodrivefml,cbase	5.0	5	0.11363636363636363	1.2133413852645038e-09	LoF	False	False				0.7707294148161982	0.9945328490151787	0.0
ARHGAP5	ENST00000345122	ICGC_WXS_BLCA_CN	BLCA	hotmaps	5.0	3	0.02912621359223301	0.0163009141603685	LoF	True	False			1105	0.6867919281644059	0.0	0.0
ARHGAP5	ENST00000345122	CBIOP_WXS_BLCA_BGI	BLCA	hotmaps	5.0	4	0.05063291139240506	0.003294928026330881	LoF	True	False			1105	0.8182198365233584	0.0	0.0
ARHGAP5	ENST00000345122	CBIOP_WXS_MM_BROAD_UNTREAT	MM	combination	2.0	2	0.02197802197802198	0.00046188734600281816	LoF	True	False				0.9237587858677258	0.9934225573908149	0.0
ARHGAP5	ENST00000345122	OTHER_WGS_MM_NATLEUK2018	MM	hotmaps,smregions	14.0	14	0.015005359056806002	3.2963824662191546e-12	LoF	True	False	PF01846:485:545	489:494	494,489	0.7413671401519482	0.0	0.0
ARHGEF10	ENST00000518288	CBIOP_WXS_ANGS_PAINTER_2018_TREAT	ANGS	combination	2.0	2	0.11764705882352941	1.648679712867789e-05	ambiguous	True	False				0.9246984872050997	0.9921056731058018	0.0
ARHGEF10	ENST00000518288	HARTWIG_LUNG_NON_SMALL_CELL	NSCLC	oncodriveclustl	8.0	7	0.018229166666666668	2.2021896802420826e-05	ambiguous	True	False		419:420		0.44632891358604526	0.0	0.0
ARHGEF10	ENST00000518288	CBIOP_WXS_SCLC_UCOLOGNE_2015	SCLC	combination	8.0	7	0.06542056074766354	0.011065228251162112	ambiguous	True	False				0.9053165657865155	0.9617303817241806	0.9617303817241806
ARHGEF10	ENST00000518288	OTHER_WXS_SCC_NATCOM2018	SSCC	combination	6.0	5	0.13157894736842105	0.00021970624521209533	ambiguous	True	False				0.0	0.8580471672762451	0.0
ARHGEF10L	ENST00000361221	PEDCBIOP_WXS_MBL_BROAD_2012	MBL	combination	2.0	2	0.021739130434782608	0.002629814151007468	LoF	True	False				0.0	0.9912154263917761	0.0
ARHGEF10L	ENST00000361221	CBIOP_WXS_BCC_UNIGE_2016_TREAT	SBCC	combination	3.0	4	0.36363636363636365	0.005259689639670162	LoF	True	False				0.8032209559578655	0.9670386200756411	0.0
ARHGEF10L	ENST00000361221	TCGA_WXS_STAD	ST	cbase	6.0	5	0.011467889908256881	0.0006642141091039227	LoF	True	False		440:440		0.683136364114011	0.9533179525153619	0.0
ARHGEF12	ENST00000397843	PCAWG_WGS_BREAST_ADENOCA	BRCA	combination	3.0	3	0.015384615384615385	0.00317197361707575	Act	True	False				0.3038485333326706	0.9517151176625452	0.0
ARHGEF12	ENST00000397843	CBIOP_WXS_EGC_TMUCIH_2015	ST	combination	4.0	4	0.05128205128205128	0.016862327372930582	Act	True	False				0.9152962147713047	0.9670911383182308	0.0
ARID1A	ENST00000324856	ICGC_WXS_BLCA_CN	BLCA	dndscv,oncodrivefml,cbase,mutpanning	15.0	12	0.11650485436893204	0.00017725775974793863	LoF	True	False				0.38696133907267827	0.9855366363720393	0.0
ARID1A	ENST00000324856	CBIOP_WXS_BLCA_BGI	BLCA	dndscv,oncodrivefml,cbase,mutpanning	18.0	12	0.1518987341772152	1.4247686648629335e-16	LoF	True	False				0.673618760550694	0.9909023019249844	0.0
ARID1A	ENST00000324856	CBIOP_WXS_BLCA_DFARBER_MSKCC_2014	BLCA	dndscv,cbase	10.0	10	0.2	1.0160321941849128e-08	LoF	True	False				0.664279952967116	0.9793589138404539	0.9793589138404539
ARID1A	ENST00000324856	PCAWG_WGS_BLADDER_TCC	BLCA	cbase,mutpanning	3.0	5	0.21739130434782608	5.245269893088622e-10	LoF	True	False				0.0	0.9755404061044933	0.0
ARID1A	ENST00000324856	TCGA_WXS_BLCA	BLCA	dndscv,oncodrivefml,cbase,mutpanning	105.0	86	0.20924574209245742	0.0003939576396921033	LoF	True	False		1085:1085		0.6166106655210678	0.9715055610236732	0.9715055610236732
ARID1A	ENST00000324856	HARTWIG_URINARY_TRACT	BLCA	combination	31.0	21	0.1346153846153846	1.0507981266142835e-06	LoF	True	False				0.5197213222673353	0.9228451218425423	0.9228451218425423
ARID1A	ENST00000324856	PEDCBIOP_WXS_BLY-PRY	BLY	oncodrivefml,cbase	2.0	2	0.13333333333333333	4.838338558848387e-06	LoF	True	False				0.0	0.9979090266413757	0.0
ARID1A	ENST00000324856	CBIOP_WXS_BRCA_MBCPROJECT_2018_MET_TREAT	BRCA	combination	1.0	3	0.09090909090909091	0.002549173690973657	LoF	True	True				0.0	0.9570486688065941	0.0
ARID1A	ENST00000324856	CBIOP_WXS_BRCA_MBCPROJECT_2018_MET_UNTREAT	BRCA	combination	2.0	4	0.08888888888888889	5.836711145556575e-06	LoF	True	True				0.0	0.9870643210174453	0.0
ARID1A	ENST00000324856	ICGC_WXS_BRCA_UK	BRCA	cbase	3.0	4	0.042105263157894736	2.178831227390276e-07	LoF	True	True				0.5561081138542388	0.9785693508592127	0.0
